sha,timestamp,family
c0cfa229fe7140a1428239598595e90b28fa2f9a666537be0affe64dd6dfe240,2011-08-20 15:53:49+00:00,
f490f8b3adcba91aa8064d80c27ee8f46aa1ae14d93737ec6e35c7014e21fa0a,2011-08-23 09:45:07+00:00,
ef8f943926c03189ab9e98a57845958797e897e28816243d1aedc7e769642bd1,2011-09-02 01:07:03+00:00,
edb986c12c751b9b5eeabf0cabf6a88ae88fc29e3e74d1f9b3a307440828cf16,2011-09-24 14:04:19+00:00,
4fad010b2d545da2ff90aa3b393557b33cf603ef71de1f375279734633e8b7b5,2011-09-27 22:06:10+00:00,
b03a290dd0c39264f4241fda63b85c9ad96ffcdc80fae64a0e41998cf3e6ad14,2011-09-30 09:02:35+00:00,
fa6ca6ac5b2197340e3db6460bf9dd2e0b7362413788ec625ba3fb0b383a729a,2011-10-02 06:39:55+00:00,
1010bc50728e78aee3d08062ab184a31b774717bde5ff8d244648e4a0c39431a,2011-10-02 13:32:56+00:00,
91d09ca0fab45f926591a59459e1cd4d843ce92c40cf76cc5864bbafc8538c38,2011-10-13 15:24:48+00:00,
4267dd63843c64871c7d67c6e44ae41884de25894c30672ee27ec9f9e163fc44,2011-10-17 04:36:04+00:00,
c990d7d414dbcddc3f555af8daee21d4828a92149ccee169eb656004a9a27b03,2011-10-21 22:50:42+00:00,
019b9ef4494560fa0d0be03c4125ae7f01712f444c61f421f2c6e08b2e07a00b,2011-10-29 03:07:33+00:00,
339a5aa7970ff34faab213b655860c5b0dec5f983a4a11a088017d849f320ace,2011-11-01 11:46:08+00:00,
39d8892b145b246504a342da9ec9d419d648031bcbe11a64f2a22061cf4b2461,2011-11-01 13:20:06+00:00,
d4ffa4559a1e22167933772d82cf714cd4bb7a0e79511c2424e18bdb619d63a4,2011-12-10 15:52:37+00:00,
31cc370e6f1004709691cf212d472003fdb5fed627d6b1cb3cf615819c413679,2011-12-10 18:26:35+00:00,
119997b89a30824a19ae9193b78620e1ad7df29d08bfb6704a7281c5e43a9263,2011-12-14 07:45:01+00:00,
a0bd2bc9fcbd0ff57e962617ed51dcc1192694114b09861a34cd643e5c116e37,2012-01-12 04:50:36+00:00,
9a159c1ed0e1a629ff3701be59248feb5cb0046c761f53283cd7f1d93134d6aa,2012-01-23 02:45:28+00:00,
c821db7f9df81af71e0524c35616a79c3cf7b4979c51394b7366ef4aa496b6a9,2012-01-30 23:08:45+00:00,
4c7475d38d0a130e165b2440ff8412af466deebd470f4e037bda18b2acf572b4,2012-02-08 13:14:39+00:00,
fb37ca129647aa077afc00a05607783cc85d257a00515f86bbb30fe439eefd37,2012-02-11 18:18:24+00:00,
61db6e62b6ba324e6656f83bc8381288fb611de178796d4c5c5911904467886c,2012-02-22 10:50:40+00:00,
ca11e1f7d697e557ecf313f2e85a841f2dff5784600d2ec2dc86b2ccf5bfe6c5,2012-03-09 17:14:00+00:00,
e35e46cb51d5db90efdd56a9357b365482a52cf04faec7e17a84cc79892cbf83,2012-04-06 20:30:22+00:00,
732baba8d7fe9ec798af28fec1493aa9d07ea4eddac9653e43ea3501c2a17637,2012-04-14 12:31:24+00:00,
e069204402025138fee8ca8fb36230d463c1e5ebf9f7704f2366d421d2d2bee8,2012-04-16 17:43:46+00:00,
e07dc02866e7d0f7ec8e066ae0f53865292d37949c71b47101a29295283b39fa,2012-04-22 01:25:42+00:00,
0a91110aacf91e7717ab70cfd586b9231e8268728dc29fbd51f030dea5811879,2012-04-22 14:33:25+00:00,
214d8da9d0c0a171f53ff6958f887b5c2f4ad31a2953a5f6697875bb4984f988,2012-04-27 08:27:33+00:00,
db0cbae2964a43eed516f55496e07265d4e7c004b36ad4df5364a1c3f0c824ec,2012-05-26 19:23:42+00:00,
5961a8eee0375a781b9ae2ba00230b6ea1636ee50efb1cd207db73bb52fd97c7,2012-05-29 22:18:44+00:00,
bf924395b0778a5145b742842a899fafeb1bde29fffde2368c6d8f5b39a84a3e,2012-05-31 06:16:31+00:00,
76c1758c6670f06d7e0e6ffc19e2a7d7a749c733eec80e0d9a32caf43b7d2eeb,2012-06-02 22:43:38+00:00,
9a4371e8f45895e28a053e87ff0895df5970d52fd3ce4b8143557a3c4b0db3a3,2012-06-05 13:14:36+00:00,
77356397a8f226d291b1465d6a7fe2f6c02e346a430d98d25d00ad3ee35ac245,2012-06-06 18:03:39+00:00,
91e16cb5848dcf5dfa7aca26a9e600a74bd96f8f82f1b202a576fc6a50951c07,2012-07-03 15:33:36+00:00,
c11e9b18b5bb3fa35cd6f5f3a745deaddf4e6975c8f01ebe278d5ad7abdb06d6,2012-07-07 09:06:58+00:00,
b59fd40492d6c34b8dd4bda04d6018aa6c639e742d200fb1efd49e5e257118c7,2012-07-19 11:49:57+00:00,
7f5524115c4193319024237323ae52328e52c39791a3dad6175cba205c7d421b,2012-07-19 19:27:54+00:00,
f8e103689f3cbf641cb744d9f04797ff4db555348fdb3891bdbc6c3ea87d015a,2012-07-21 21:39:29+00:00,
2dca8c935e8c50f31fc8bc15a322f133e13d709fe1cbc453cc7c229bebc3e9be,2012-07-26 09:20:44+00:00,
6bdd66896e4fd93436de7b68e8799830340d31eac7f43e81e65152e8e1dcda28,2012-10-23 08:40:14+00:00,
3be5c0bd174177c07c0af1964d0e5355311692fd4e13707a07d6d63c0f70d2e7,2012-10-25 20:42:05+00:00,
7b121b9699fd7406fb89ee8dec419f433a863ff14ca2c2d13a92e3c7093ad8f6,2012-10-28 20:02:11+00:00,
a7405725eec119614bdc56741b5927354403f6ac3ad922e20d2ae0265c53e8cd,2012-11-01 03:58:34+00:00,
02da401e85e7c8643182983ec2899f38c8ab53615901e7bc99394ce96fcd9c09,2012-11-20 10:16:21+00:00,
6176404e6810f10563df5c205615485de50fc224a55aaa886cc8b4d1bb2f99cb,2012-11-21 05:26:36+00:00,
ab39154184100cf6fad1973577363716df8b83b6d8c4bc63514e0919e41b899e,2012-12-02 12:08:59+00:00,
498c52aad0b867a48940b8329fc5dbec4ddd32ebeb2faa729e93c83eba3198a5,2012-12-11 17:34:21+00:00,
59926f4685cadc33e3dbc22f88fd2c2b59538939b1e134f72a2ece2e41429989,2012-12-12 07:48:57+00:00,
762a75172f1a523083f7fbee0cf8d01bf0a6387c3378c3b5a68c7bd3aebc8866,2012-12-13 19:04:25+00:00,
942d6593bba0cc445fd722637268ec6deb570c5723aa8ddc0e055a3859ef547f,2012-12-13 20:15:09+00:00,
4bec566ac3b7a10cd20a9bd9ab8d9cacf1bdb0140104c92652025a7272d7b934,2012-12-14 07:21:09+00:00,
f4b8ba69e57c15fd504f2709acda7509321daf9ffd0e956348a40280b28267b8,2012-12-14 14:10:49+00:00,
8744e113d67ea3c3d0e1322ef7cc3a915abbc03ff1ee65172f7ab106618a1c34,2012-12-15 09:36:20+00:00,
0592fe3f0e231773b7ca7d76ca47e42ba02e9aab05791065841593d5a43cb080,2012-12-16 00:16:26+00:00,
c712865b84e18d55c865c7f4d634bf10e957f7aec1eea3b52d0ee95740900182,2012-12-16 01:20:25+00:00,
6f18cadbdf687576719124f82615ed224575b902b5c1974c4e5050602957d4e7,2012-12-16 01:43:14+00:00,
7165375a88e162840572c52dc7817ac3e0be91bcb6ea8d60394c93d0b522743d,2012-12-17 06:10:36+00:00,
f7b159ca89f8b739fc70358f9a2015478d5abe05bb7a37789bc809439703ded0,2012-12-17 06:56:31+00:00,
32bca5eb9901343876727cf31fca62c2d3fd4a4de0382f087db954ecdd836097,2012-12-17 14:02:02+00:00,
c042950690e0b91425753c63f5df508e02b4fd7de5a7c7c1512aa6637b0099ee,2012-12-18 19:12:11+00:00,
